epoch,train_loss,train_acc,val_loss,val_acc,lr
1,4.601806766607544,1.2177777777777778,4.599595534801483,1.6,0.09999975326009292
2,4.600580579855225,1.6133333333333333,4.601097524166107,1.3,0.09999901304280685
3,4.597685677084056,1.8466666666666667,4.6002039313316345,1.66,0.0999977793554475
4,4.595724322579124,2.06,4.5995951175689695,1.82,0.09999605221019083
5,4.5959464392878795,2.077777777777778,4.60069055557251,1.52,0.09999383162408305
6,4.595852154222402,2.0644444444444443,4.599312222003936,1.86,0.09999111761904048
7,4.59593497894027,2.037777777777778,4.599279928207397,1.84,0.09998791022184923
8,4.59599220617251,2.002222222222222,4.599249792098999,1.54,0.09998420946416502
9,4.596125144850124,1.9155555555555555,4.599651825428009,1.44,0.09998001538251285
10,4.595967640930956,1.9355555555555555,4.6010783314704895,1.32,0.0999753280182866
11,4.596186483448202,1.9755555555555555,4.600006115436554,1.52,0.09997014741774866
12,4.595649984749881,1.9666666666666666,4.599115097522736,1.64,0.09996447363202948
13,4.596036291935227,1.9222222222222223,4.597871196269989,1.62,0.09995830671712702
14,4.595821719277989,1.8644444444444443,4.598474502563477,1.64,0.09995164673390627
15,4.595386411656033,1.8222222222222222,4.598895955085754,1.46,0.09994449374809854
16,4.596094674684784,1.7577777777777779,4.598658287525177,1.38,0.0999368478303009
17,4.595858271826398,1.7955555555555556,4.599327337741852,1.46,0.0999287090559755
18,4.596357184377584,1.7577777777777779,4.599490177631378,1.54,0.09992007750544878
19,4.5955790349028325,1.8044444444444445,4.599710905551911,1.46,0.09991095326391061
20,4.596165839921344,1.7466666666666666,4.599144208431244,1.48,0.09990133642141359
21,4.597229167819023,1.7266666666666666,4.599440729618072,1.42,0.0998912270728721
22,4.596431264823133,1.7444444444444445,4.600048696994781,1.3,0.09988062531806127
23,4.5960198207335035,1.8066666666666666,4.600029420852661,1.42,0.0998695312616162
24,4.596554393118078,1.7777777777777777,4.601917159557343,1.36,0.0998579450130307
25,4.596572033383629,1.728888888888889,4.599159359931946,1.48,0.09984586668665642
26,4.595956068147313,1.7577777777777779,4.598976027965546,1.54,0.0998332964017015
27,4.596462054686113,1.7644444444444445,4.598245012760162,1.5,0.09982023428222962
28,4.596418084068731,1.7444444444444445,4.600354027748108,1.26,0.09980668045715863
29,4.596035335551608,1.7622222222222221,4.601016652584076,1.38,0.09979263506025927
30,4.595761025493795,1.7844444444444445,4.599431371688842,1.42,0.09977809823015399
