epoch,train_loss,train_acc,val_loss,val_acc,lr
1,4.597956185991114,1.7822222222222222,4.589691743850708,2.44,0.1
2,4.592118782075969,2.457777777777778,4.591678028106689,2.8,0.1
3,4.589195541360161,3.013333333333333,4.583350811004639,3.84,0.1
4,4.582326826724139,3.7111111111111112,4.5778923511505125,4.08,0.1
5,4.57670633630319,4.26,4.574852046966552,4.42,0.1
6,4.573398552157662,4.637777777777778,4.570924825668335,4.94,0.1
7,4.570405885577202,4.946666666666666,4.565049295425415,5.6,0.1
8,4.567177532748743,5.371111111111111,4.563156070709229,5.98,0.1
9,4.561451715501872,6.006666666666667,4.564745893478394,5.72,0.1
10,4.557137978347865,6.593333333333334,4.552360649108887,7.14,0.1
11,4.553327395157381,6.891111111111111,4.555362005233764,6.78,0.1
12,4.547924202951518,7.473333333333334,4.55364574432373,7.04,0.1
13,4.545645354823633,7.8,4.542591094970703,7.94,0.1
14,4.542749786918813,8.051111111111112,4.542805404663086,8.1,0.1
15,4.541010821407491,8.231111111111112,4.541144466400146,8.24,0.1
16,4.53952599384568,8.32,4.541946640014649,8.12,0.1
17,4.538135696541179,8.477777777777778,4.539791355133056,8.42,0.1
18,4.536185395988551,8.72,4.538900108337402,8.34,0.1
19,4.533002369783142,9.068888888888889,4.536143131256104,8.78,0.1
20,4.532251791520552,9.106666666666667,4.535040121078492,8.76,0.1
21,4.530158439820463,9.344444444444445,4.536391267776489,8.5,0.1
22,4.5288290706547825,9.457777777777778,4.532882804870606,8.86,0.1
23,4.527461112900213,9.597777777777777,4.532686758041382,8.96,0.1
24,4.526340746066787,9.742222222222223,4.540131511688233,8.22,0.1
25,4.52461801469326,9.971111111111112,4.531487455368042,9.08,0.1
26,4.521707160906359,10.246666666666666,4.52940746307373,9.38,0.1
27,4.52128424427726,10.215555555555556,4.523775300979614,9.9,0.1
28,4.519427971406416,10.437777777777777,4.5278416347503665,9.38,0.1
29,4.518010884523392,10.52,4.518929443359375,10.56,0.1
30,4.515410612929951,10.862222222222222,4.525358228683472,9.78,0.1
31,4.515872585502538,10.702222222222222,4.523062210083008,9.98,0.1
32,4.515395962379196,10.77111111111111,4.522535200119019,9.84,0.1
33,4.512962597337636,11.086666666666666,4.52461519241333,9.8,0.1
34,4.512757358225909,11.08,4.518670825958252,10.28,0.1
35,4.512453310868957,11.086666666666666,4.512338562011719,11.18,0.1
36,4.510708094997839,11.231111111111112,4.519734153747558,10.54,0.1
37,4.510983920910141,11.266666666666667,4.519415798187256,10.26,0.1
38,4.510090544819832,11.295555555555556,4.5229996490478515,9.82,0.1
39,4.509645344181494,11.355555555555556,4.5233533000946045,9.88,0.1
40,4.50937545164065,11.38,4.51921799659729,10.48,0.1
41,4.508261434056542,11.52,4.514890947341919,10.84,0.1
42,4.508645898916504,11.437777777777777,4.516248245239257,10.74,0.1
43,4.506185602058064,11.742222222222223,4.516521711349487,10.46,0.1
44,4.507109209895134,11.63111111111111,4.525859708786011,9.54,0.1
45,4.505419926209883,11.824444444444444,4.51601993560791,10.84,0.1
46,4.505471295931122,11.762222222222222,4.514628772735596,10.78,0.1
47,4.504881453785029,11.824444444444444,4.5124086570739745,11.14,0.1
48,4.503839366815307,11.904444444444444,4.512450494766235,11.0,0.1
