epoch,train_loss,train_acc,val_loss,val_acc,lr
1,4.294613794169643,4.613333333333333,4.339527833461761,6.32,0.09999975326009292
2,3.874077678404071,10.304444444444444,3.9387972712516786,10.26,0.09999901304280685
3,3.5354465517130764,15.644444444444444,3.9452089726924897,10.96,0.0999977793554475
4,3.2729388014836744,19.92222222222222,3.521690994501114,16.4,0.09999605221019083
5,3.074231269007379,23.531111111111112,3.439300376176834,18.58,0.09999383162408305
6,2.929187992757017,26.273333333333333,3.4382212281227114,21.18,0.09999111761904048
7,2.799262883988294,28.964444444444446,3.2590333223342896,22.1,0.09998791022184923
8,2.7121076441623946,30.808888888888887,2.8451397716999054,28.62,0.09998420946416502
9,2.635632116686214,32.50888888888889,3.2281671285629274,24.44,0.09998001538251285
10,2.5777808089147913,33.775555555555556,2.9355959355831147,28.0,0.0999753280182866
11,2.53043477779085,34.75333333333333,2.8177064299583434,29.44,0.09997014741774866
12,2.4964312971992926,35.495555555555555,2.695522058010101,31.44,0.09996447363202948
13,2.468817898495631,35.94444444444444,2.8603077590465547,29.42,0.09995830671712702
14,2.4468319090929898,36.22666666666667,2.6559228003025055,33.52,0.09995164673390627
15,2.4129958288236097,37.22222222222222,2.6883274018764496,30.92,0.09994449374809854
16,2.389359466054223,37.73555555555556,2.611210656166077,33.3,0.0999368478303009
17,2.3889038813385097,37.90888888888889,2.737211376428604,31.86,0.0999287090559755
18,2.3612203523516655,38.40222222222222,2.9733999252319334,28.88,0.09992007750544878
19,2.3412506011399357,38.904444444444444,2.702720081806183,31.9,0.09991095326391061
20,2.3417276787486943,38.964444444444446,2.7216196179389955,31.3,0.09990133642141359
21,2.326488832519813,39.41777777777778,3.5520272076129915,23.28,0.0998912270728721
22,2.310041166503321,39.69777777777778,2.6662618219852448,33.18,0.09988062531806127
23,2.312432389029048,39.68666666666667,2.573365533351898,34.82,0.0998695312616162
24,2.2924194661053745,39.92666666666667,2.830658805370331,31.44,0.0998579450130307
25,2.289029240946878,40.52444444444444,2.787416583299637,31.52,0.09984586668665642
26,2.2778185663575474,40.644444444444446,2.717773234844208,32.5,0.0998332964017015
27,2.2752756767652254,40.504444444444445,2.7051204085350036,33.58,0.09982023428222962
28,2.268423044207421,40.85777777777778,2.5043134301900865,35.48,0.09980668045715863
29,2.260198595171625,40.96888888888889,2.4034508228302003,37.78,0.09979263506025927
30,2.2605700011957777,40.9,2.7859806656837462,30.52,0.09977809823015399
31,2.2556665522808377,41.16444444444444,2.5555547297000887,34.66,0.0997630701103154
32,2.2464467154985126,41.20666666666666,2.9193009972572326,30.16,0.099747550849065
33,2.255674911493605,41.15111111111111,2.760504364967346,32.5,0.0997315405995716
34,2.240488626401533,41.22,2.778393256664276,32.46,0.09971503951984993
35,2.236683724956079,41.50888888888889,2.4402178645133974,37.12,0.09969804777275898
36,2.2426673261956735,41.59111111111111,2.832636633515358,30.78,0.09968056552600041
37,2.21987643126737,41.80888888888889,2.6328613817691804,32.76,0.09966259295211695
38,2.2223594188690186,41.60888888888889,2.605804806947708,34.44,0.09964413022849065
39,2.220071918246421,41.846666666666664,2.6286483108997345,34.46,0.09962517753734117
40,2.2343327355655758,41.58888888888889,2.7386870861053465,32.12,0.09960573506572387
41,2.2123739573765886,42.026666666666664,2.6147965013980867,34.52,0.09958580300552812
42,2.2159906385297123,42.14666666666667,2.634617733955383,33.92,0.09956538155347529
43,2.2050229206003924,42.15777777777778,2.7634871006011963,31.88,0.0995444709111169
44,2.204529006711461,42.36666666666667,2.8084680438041687,31.96,0.09952307128483252
45,2.2082388499243693,42.05777777777778,2.569457221031189,34.74,0.09950118288582784
46,2.2069457698274744,42.22888888888889,2.412506079673767,38.1,0.0994788059301325
47,2.185047158124772,42.464444444444446,2.507686746120453,36.06,0.09945594063859806
48,2.2040223255753517,42.15555555555556,2.5564920365810395,35.48,0.09943258723689567
49,2.21094212918119,42.135555555555555,2.3830581307411194,38.54,0.09940874595551401
50,2.1880547902123495,42.84888888888889,2.6359033465385435,34.16,0.09938441702975687
51,2.1852785501290453,42.49333333333333,2.7386447489261627,32.2,0.09935960069974094
52,2.1790491826832294,43.00222222222222,2.8803545773029327,29.4,0.09933429721039337
53,2.176820130172101,43.00666666666667,2.992992752790451,29.58,0.09930850681144943
54,2.1920733008195055,42.66222222222222,2.4433450907468797,37.06,0.09928222975744988
55,2.178846651518887,42.931111111111115,2.7607361972332,33.04,0.09925546630773867
56,2.18633450161327,42.653333333333336,2.7633967220783235,32.78,0.09922821672646025
57,2.184146830981428,43.04222222222222,2.7209230303764342,32.06,0.09920048128255696
58,2.1879994625394996,42.56,2.679597181081772,33.4,0.09917226024976646
59,2.173422138460658,42.94888888888889,2.5438066720962524,35.36,0.09914355390661893
60,2.1832252361557702,42.35333333333333,2.5706518232822417,34.08,0.09911436253643442
61,2.1776639087633654,42.82,2.65097271502018,33.18,0.09908468642731992
62,2.1632688489149916,43.00222222222222,2.606149724125862,35.96,0.09905452587216668
63,2.173695984550498,42.86222222222222,2.400179386138916,37.9,0.0990238811686472
64,2.1774071255190806,43.028888888888886,2.6781975984573365,33.64,0.09899275261921232
65,2.165315316482024,42.873333333333335,2.7142812967300416,33.36,0.09896114053108827
66,2.1675272665240546,42.92444444444445,2.4787644684314727,36.1,0.09892904521627359
67,2.1553872637450695,43.36666666666667,2.68773877620697,32.9,0.09889646699153608
68,2.1699701090427963,43.2,2.581068938970566,34.9,0.09886340617840965
69,2.152222554114732,43.004444444444445,2.875227963924408,32.6,0.09882986310319121
70,2.1540252498605033,43.13333333333333,2.5614639461040496,35.38,0.09879583809693736
71,2.1669869771735235,42.86,2.945159411430359,29.82,0.09876133149546115
72,2.1602876386181875,43.51555555555556,2.84886617064476,31.74,0.09872634363932885
73,2.1649305759505793,43.373333333333335,2.540067595243454,35.88,0.09869087487385643
74,2.1542043922977014,43.40222222222222,2.4452653229236603,36.5,0.09865492554910632
75,2.1493832353841174,43.20666666666666,2.4016564071178435,38.08,0.09861849601988382
76,2.148752387951721,43.535555555555554,2.491965788602829,37.28,0.09858158664573369
77,2.1535349745642054,43.56444444444445,2.4785460770130157,37.44,0.09854419779093654
78,2.1498141837390987,43.23777777777778,2.5233184516429903,34.94,0.09850632982450527
79,2.1420560753480955,43.806666666666665,2.7416589498519897,33.76,0.09846798312018143
80,2.1583766226064074,43.21333333333333,2.5323425948619844,35.64,0.09842915805643153
81,2.1400504538958725,43.702222222222225,2.525103324651718,35.4,0.09838985501644325
82,2.1493898545476524,43.617777777777775,2.5651531875133515,34.68,0.09835007438812172
83,2.1663338254121216,42.82,2.55166232585907,35.18,0.0983098165640857
84,2.150342120704326,43.62222222222222,2.5890693992376326,33.96,0.09826908194166367
85,2.1487055827270853,43.464444444444446,2.643099510669708,35.04,0.09822787092288987
86,2.1486491300165653,43.28,2.5714133977890015,35.64,0.09818618391450046
87,2.149137569422072,43.59777777777778,2.624612385034561,34.62,0.09814402132792935
88,2.143802221525799,43.44888888888889,2.402320611476898,38.7,0.09810138357930426
89,2.135900889946656,43.93555555555555,2.8831827342510223,30.16,0.09805827108944257
90,2.138647195967761,43.708888888888886,2.52297266125679,35.6,0.09801468428384712
91,2.131948285143484,43.76222222222222,2.3846688985824587,37.6,0.09797062359270212
92,2.1365950615568594,43.544444444444444,2.7587795078754427,32.98,0.09792608945086877
93,2.143058957024054,43.535555555555554,2.427402400970459,37.44,0.09788108229788108
94,2.1285544356161896,43.913333333333334,2.5305059611797334,35.16,0.0978356025779415
95,2.136710978367112,43.824444444444445,2.517323461174965,35.58,0.09778965073991647
96,2.1336265057325363,44.077777777777776,2.6166124045848846,33.76,0.09774322723733211
97,2.12691622430628,43.977777777777774,2.841832607984543,31.62,0.09769633252836964
98,2.1307106644592504,43.70666666666666,2.784460511803627,31.3,0.0976489670758609
99,2.1240760677240114,43.99111111111111,2.8792388677597045,32.08,0.09760113134728379
100,2.1297915882684966,44.23555555555556,2.2895077407360076,38.98,0.09755282581475765
101,2.1356910053979266,43.56,2.4716068387031553,35.54,0.09750405095503854
