epoch,train_loss,train_acc,val_loss,val_acc,lr
1,4.602827769788829,1.3044444444444445,4.598906791210174,1.7,0.09999975326009292
2,4.60019903968681,1.5911111111111111,4.599515950679779,1.8,0.09999901304280685
3,4.599927424029871,1.6088888888888888,4.597566330432892,2.0,0.0999977793554475
4,4.5987376272678375,1.7844444444444445,4.597783410549164,1.96,0.09999605221019083
5,4.598271952434019,1.8,4.5974812507629395,1.94,0.09999383162408305
6,4.598458921367472,1.86,4.598534822463989,1.9,0.09999111761904048
7,4.598060374910181,1.9244444444444444,4.599969506263733,2.32,0.09998791022184923
8,4.597727527672594,1.98,4.597123205661774,1.96,0.09998420946416502
9,4.596390835263512,2.082222222222222,4.595513498783111,2.24,0.09998001538251285
10,4.594473464922472,2.1733333333333333,4.595444595813751,1.96,0.0999753280182866
11,4.594589641148394,2.2111111111111112,4.593327510356903,2.3,0.09997014741774866
12,4.593134744600817,2.2688888888888887,4.593259692192078,2.1,0.09996447363202948
13,4.593949078158899,2.2111111111111112,4.592305171489715,2.46,0.09995830671712702
14,4.593133941292763,2.2733333333333334,4.59201055765152,2.34,0.09995164673390627
15,4.592877419157461,2.331111111111111,4.595468354225159,2.14,0.09994449374809854
16,4.593180996450511,2.2288888888888887,4.594201648235321,2.16,0.0999368478303009
17,4.5929824113845825,2.3088888888888888,4.59565315246582,2.18,0.0999287090559755
18,4.59280092607845,2.2644444444444445,4.593697512149811,2.18,0.09992007750544878
19,4.592549053105441,2.3066666666666666,4.59593780040741,2.08,0.09991095326391061
20,4.593148320913315,2.2533333333333334,4.593192183971405,2.14,0.09990133642141359
21,4.593111907893961,2.2644444444444445,4.5949294090271,2.16,0.0998912270728721
22,4.592822874134237,2.2977777777777777,4.596857404708862,2.14,0.09988062531806127
23,4.593236858194524,2.28,4.5957873344421385,2.16,0.0998695312616162
24,4.5928669666702095,2.2755555555555556,4.592828750610352,2.46,0.0998579450130307
25,4.59387309578332,2.2022222222222223,4.592263376712799,2.34,0.09984586668665642
26,4.592877122488889,2.2822222222222224,4.592343997955322,2.48,0.0998332964017015
27,4.592618518254974,2.3088888888888888,4.592508089542389,2.32,0.09982023428222962
28,4.592903336340731,2.3222222222222224,4.594233059883118,2.24,0.09980668045715863
29,4.5931027206507595,2.2755555555555556,4.5933481574058534,2.24,0.09979263506025927
30,4.592487394809723,2.3222222222222224,4.594079113006591,2.24,0.09977809823015399
31,4.593057763847438,2.2933333333333334,4.595690679550171,2.04,0.0997630701103154
32,4.592750508676875,2.2911111111111113,4.59199025630951,2.54,0.099747550849065
33,4.5929647575725205,2.2822222222222224,4.591584050655365,2.38,0.0997315405995716
34,4.592093681747263,2.3266666666666667,4.593835735321045,2.3,0.09971503951984993
35,4.5923323495821515,2.2955555555555556,4.5938429713249205,2.3,0.09969804777275898
36,4.593031876466491,2.328888888888889,4.593471753597259,2.22,0.09968056552600041
37,4.592597281390971,2.3022222222222224,4.5925598502159115,2.26,0.09966259295211695
38,4.592794369567525,2.3177777777777777,4.593400025367737,2.2,0.09964413022849065
39,4.592348503795537,2.3244444444444445,4.5934845328330995,2.3,0.09962517753734117
40,4.592511996626854,2.2911111111111113,4.593879866600036,2.3,0.09960573506572387
41,4.592412857846781,2.34,4.592833840847016,2.42,0.09958580300552812
42,4.592355420643633,2.3377777777777777,4.593495666980743,2.5,0.09956538155347529
43,4.59277989376675,2.2511111111111113,4.5921346783638,2.4,0.0995444709111169
44,4.592673125592145,2.328888888888889,4.592478108406067,2.48,0.09952307128483252
45,4.592459762638265,2.3044444444444445,4.59543285369873,2.24,0.09950118288582784
46,4.5927373252131725,2.28,4.593787670135498,2.32,0.0994788059301325
47,4.5927597257223995,2.26,4.592228829860687,2.4,0.09945594063859806
48,4.592415130951188,2.3022222222222224,4.592509341239929,2.24,0.09943258723689567
49,4.59241227128289,2.311111111111111,4.592187440395355,2.36,0.09940874595551401
50,4.592555177482692,2.3088888888888888,4.596229434013367,2.08,0.09938441702975687
51,4.59227207032117,2.3044444444444445,4.593985652923584,2.28,0.09935960069974094
52,4.592729598283768,2.2955555555555556,4.59296041727066,2.2,0.09933429721039337
53,4.592449820854447,2.3777777777777778,4.599652719497681,1.6,0.09930850681144943
54,4.592719277197665,2.2488888888888887,4.5975159168243405,2.0,0.09928222975744988
55,4.592888624830679,2.2822222222222224,4.593785619735717,2.28,0.09925546630773867
56,4.592391127889806,2.3266666666666667,4.593139266967773,2.28,0.09922821672646025
57,4.593369642441923,2.2133333333333334,4.5976276159286495,2.04,0.09920048128255696
58,4.593523822047493,2.2244444444444444,4.594830727577209,2.18,0.09917226024976646
